"id","facility_id","question_cd","answer_cd","answer_conent","created_at","updated_at"
"34","1","QB002","AB02007","","2017/12/8 00:00:00","2018/2/13 00:00:00"
"35","1","QB002","AB02008","","2017/12/8 00:00:00","2018/2/13 00:00:00"
"36","1","QB002","AB02009","","2017/12/8 00:00:00","2018/2/13 00:00:00"
"37","1","QB002","AB02010","","2017/12/8 00:00:00","2018/2/13 00:00:00"
"38","1","QB002","AB02014","","2017/12/8 00:00:00","2018/2/13 00:00:00"
"39","1","QB003","AZ00000","電話連絡,外来時,FAX連絡,メール連絡,直接面接,往診時","2017/12/8 00:00:00","2018/2/13 00:00:00"
"40","1","QB005","AB03002","","2017/12/8 00:00:00","2018/2/13 00:00:00"
"41","1","QB006","AB03002","","2017/12/8 00:00:00","2018/2/13 00:00:00"
"42","1","QB007","AZ00000","まず当院へご連絡下さい。担当ナースが日程調整を行います。","2017/12/8 00:00:00","2018/2/13 00:00:00"
"43","1","QB008","AZ00001","","2017/12/8 00:00:00","2018/2/13 00:00:00"
"44","2","QA001","AA01001","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"45","2","QA001","AA01002","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"46","2","QA001","AA01003","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"47","2","QA001","AA01004","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"48","2","QA001","AA01007","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"49","2","QA001","AA01010","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"50","2","QA001","AA01013","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"51","2","QA001","AA01014","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"52","2","QA001","AA01015","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"53","2","QA001","AA01016","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"54","2","QA001","AA01018","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"55","2","QA003","AA02021","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"56","2","QA003","AA02023","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"57","2","QA003","AA02024","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"58","2","QA003","AA02025","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"59","2","QA003","AA02028","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"60","2","QA003","AA02036","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"61","2","QZ006","AZ00001","","2017/12/13 00:00:00","2018/3/15 00:00:00"
"62","3","QA001","AA01008","","2017/12/13 00:00:00","2018/2/13 00:00:00"
"63","3","QA001","AA01015","","2017/12/13 00:00:00","2018/2/13 00:00:00"
"64","3","QA003","AA02025","","2017/12/13 00:00:00","2018/2/13 00:00:00"
"65","3","QA003","AA02027","","2017/12/13 00:00:00","2018/2/13 00:00:00"
"66","3","QA003","AA02028","","2017/12/13 00:00:00","2018/2/13 00:00:00"
"67","3","QA003","AA02036","","2017/12/13 00:00:00","2018/2/13 00:00:00"
"68","3","QZ001","AZ00001","","2017/12/13 00:00:00","2018/2/13 00:00:00"
"69","3","QG001","AZ00001","","2017/12/13 00:00:00","2018/2/13 00:00:00"
"70","7","QB001","AB01001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"71","7","QB001","AB01002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"72","7","QB001","AB01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"73","10","QA003","AA02021","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"74","10","QA003","AA02024","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"75","10","QA003","AA02025","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"76","10","QA003","AA02028","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"77","10","QA004","AZ00000","但し、那覇市（宇栄原、小禄、鏡原）、南城市（大里）","2018/1/4 00:00:00","2018/2/13 00:00:00"
"78","10","QB001","AB01001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"79","10","QB001","AB01002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"80","10","QB001","AB01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"81","10","QB002","AB02001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"82","10","QB002","AB02005","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"83","10","QB002","AB02007","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"84","10","QB002","AB02008","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"85","10","QB002","AB02009","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"86","10","QB002","AB02010","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"87","10","QB002","AB02012","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"88","10","QB002","AB02014","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"89","10","QB002","AB02017","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"90","10","QB002","AB02018","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"91","10","QB002","AB02020","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"92","10","QB003","AZ00000","電話連絡、２．外来時、３．直接面接、４．往診時","2018/1/4 00:00:00","2018/2/13 00:00:00"
"93","10","QB005","AB03002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"94","10","QB006","AB03003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"95","10","QB007","AZ00000","担当者会議は訪問日に調整してもらえると参加しやすい。往診は診療時間内なら対応できる。","2018/1/4 00:00:00","2018/2/13 00:00:00"
"96","12","QA003","AA02025","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"97","12","QB001","AB01001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"98","12","QB001","AB01002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"99","12","QB002","AB02005","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"100","12","QB002","AB02012","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"101","12","QB002","AB02018","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"102","12","QB003","AZ00000","すべて地域連携室経由　２．電話連絡　３．往診時","2018/1/4 00:00:00","2018/2/13 00:00:00"
"103","12","QB004","AZ00000","医事課","2018/1/4 00:00:00","2018/2/13 00:00:00"
"104","12","QB006","AB03003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"105","12","QB007","AZ00000","医師と面談を希望する場合、まずは病院へご相談ください。また、状況に応じて面談方法、担当者会議への参加時間などは変更となることがあります。","2018/1/4 00:00:00","2018/2/13 00:00:00"
"106","18","QB001","AB01001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"107","18","QB001","AB01002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"108","18","QB001","AB01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"109","18","QB002","AB02001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"110","18","QB002","AB02002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"111","18","QB002","AB02007","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"112","18","QB002","AB02012","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"113","19","QB001","AB01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"114","19","QB002","AB02001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"115","19","QB002","AB02002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"116","19","QB002","AB02003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"117","19","QB002","AB02004","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"118","19","QB002","AB02005","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"119","19","QB002","AB02006","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"120","19","QB002","AB02007","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"121","19","QB002","AB02008","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"122","19","QB002","AB02010","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"123","19","QB002","AB02011","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"124","19","QB002","AB02012","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"125","19","QB002","AB02013","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"126","19","QB002","AB02014","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"127","19","QB002","AB02017","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"128","19","QB002","AB02018","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"129","19","QB002","AB02019","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"130","19","QB002","AB02020","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"131","40","QA003","AA02024","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"132","40","QB001","AB01001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"133","40","QB001","AB01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"134","40","QB002","AB02004","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"135","40","QB002","AB02007","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"136","40","QB002","AB02014","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"137","40","QB003","AZ00000","電話連絡、２．外来時、３．直接面接、４．往診時","2018/1/4 00:00:00","2018/2/13 00:00:00"
"138","40","QB005","AB03003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"139","40","QB006","AB03003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"140","118","QA003","AA02023","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"141","118","QA003","AA02024","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"142","118","QA003","AA02025","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"143","118","QA003","AA02036","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"144","118","QB001","AB01001","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"145","118","QB001","AB01002","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"146","118","QB001","AB01003","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"147","118","QB002","AB02001","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"148","118","QB002","AB02002","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"149","118","QB002","AB02003","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"150","118","QB002","AB02004","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"151","118","QB002","AB02006","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"152","118","QB002","AB02007","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"153","118","QB002","AB02008","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"154","118","QB002","AB02010","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"155","118","QB002","AB02011","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"156","118","QB002","AB02012","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"157","118","QB002","AB02014","","2018/1/4 00:00:00","2018/6/5 00:00:00"
"158","126","QA003","AA02023","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"159","126","QA003","AA02024","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"160","126","QA004","AZ00000","当院を中心とする半径16ｋｍ圏域（保険適用範囲）","2018/1/4 00:00:00","2018/3/2 00:00:00"
"161","126","QB001","AB01002","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"162","126","QB003","AZ00000","電話相談、２．FAX連絡、３．直接面接、４．往診時、５．外来時","2018/1/4 00:00:00","2018/3/2 00:00:00"
"163","126","QB007","AZ00000","事前に電話などでご相談をお願いします。","2018/1/4 00:00:00","2018/3/2 00:00:00"
"164","126","QC002","AZ00000","訪問歯科","2018/1/4 00:00:00","2018/3/2 00:00:00"
"165","126","QC004","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"166","126","QC005","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"167","126","QC006","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"168","126","QC007","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"169","135","QA003","AA02023","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"170","135","QB001","AB01005","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"171","135","QB003","AZ00000","電話連絡、２．FAX連絡、３．直接電話、４．往診時、５．外来時","2018/1/4 00:00:00","2018/2/13 00:00:00"
"172","135","QC004","AC02001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"173","135","QC005","AC02001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"174","135","QC006","AC02002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"175","135","QC007","AC02001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"176","138","QB001","AB01005","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"177","138","QB003","AZ00000","直接面接、２．往診時、３．外来時、４．電話連絡、５．FAX連絡、６．メール連絡","2018/1/4 00:00:00","2018/2/13 00:00:00"
"178","138","QC003","AZ00001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"179","138","QC004","AC02003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"180","138","QC005","AC02003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"181","138","QC006","AC02003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"182","138","QC007","AC02003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"183","141","QA003","AA02024","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"184","141","QB001","AB01002","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"185","141","QB007","AZ00000","訪問歯科診療を希望する場合は、まずは電話でご相談ください。","2018/1/4 00:00:00","2018/3/2 00:00:00"
"186","141","QC003","AZ00001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"187","141","QC004","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"188","141","QC005","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"189","141","QC006","AC02002","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"190","141","QC007","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"191","142","QA003","AA02023","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"192","142","QA003","AA02024","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"193","142","QA003","AA02028","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"194","142","QA003","AA02036","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"195","142","QB001","AB01002","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"196","142","QB003","AZ00000","電話相談、２・FAX連絡、３．直接面接、４．往診時、５．外来時","2018/1/4 00:00:00","2018/3/2 00:00:00"
"197","142","QB007","AZ00000","往診の診療日・時間については電話での相談となります。診療日が決定したら事前に情報提供書、保険証のFAXをお願いします。","2018/1/4 00:00:00","2018/3/2 00:00:00"
"198","142","QC004","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"199","142","QC005","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"200","142","QC006","AC02002","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"201","142","QC007","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"202","174","QA003","AA02025","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"203","174","QA003","AA02027","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"204","174","QA004","AZ00000","当院を中心とする半径16ｋｍ圏域（保険適用範囲）","2018/1/4 00:00:00","2018/3/2 00:00:00"
"205","174","QB001","AB01002","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"206","174","QB001","AB01005","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"207","174","QB007","AZ00000","事前に電話で相談して欲しい（木曜日、日曜・祝祭日は休診）","2018/1/4 00:00:00","2018/3/2 00:00:00"
"208","174","QC003","AZ00001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"209","174","QC004","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"210","174","QC005","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"211","174","QC006","AC02003","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"212","174","QC007","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"213","175","QA003","AA02023","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"214","193","QA004","AZ00000","当院を中心とする半径16ｋｍ圏域（保険適用範囲）","2018/1/4 00:00:00","2018/2/13 00:00:00"
"215","196","QA003","AA02024","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"216","196","QA003","AA02028","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"217","196","QA003","AA02036","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"218","196","QA004","AZ00000","八重瀬町（東風平のみ）","2018/1/4 00:00:00","2018/2/13 00:00:00"
"219","196","QB001","AB01005","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"220","196","QB003","AZ00000","FAX送信、メール連絡","2018/1/4 00:00:00","2018/2/13 00:00:00"
"221","196","QC004","AC02002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"222","196","QC005","AC02003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"223","196","QC006","AC02002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"224","196","QC007","AC02002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"225","197","QA003","AA02023","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"226","197","QA003","AA02024","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"227","197","QA003","AA02025","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"228","197","QA003","AA02027","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"229","197","QA003","AA02028","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"230","197","QA003","AA02036","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"231","197","QA004","AZ00000","当院を中心とする半径16ｋｍ圏域（保険適用範囲）","2018/1/4 00:00:00","2018/3/2 00:00:00"
"232","197","QB001","AB01002","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"233","197","QB003","AZ00000","電話連絡、往診時、FAX連絡","2018/1/4 00:00:00","2018/3/2 00:00:00"
"234","197","QB007","AZ00000","○　訪問診療は、前もって予約が必要です。○　往診の診療時間について相談可能
○　情報提供書等を受付時にFAX等で提供して欲しい。","2018/1/4 00:00:00","2018/3/2 00:00:00"
"235","197","QC004","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"236","197","QC005","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"237","197","QC006","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"238","197","QC007","AC02001","","2018/1/4 00:00:00","2018/3/2 00:00:00"
"239","208","QA001","AA01008","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"240","208","QA001","AA01009","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"241","208","QA001","AA01010","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"242","208","QA001","AA01011","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"243","208","QA001","AA01012","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"244","208","QA001","AA01014","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"245","208","QA001","AA01015","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"246","208","QA003","AA02023","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"247","208","QA003","AA02024","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"248","208","QA003","AA02036","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"249","209","QA001","AA01010","","2018/1/4 00:00:00","2018/7/9 00:00:00"
"250","209","QA001","AA01012","","2018/1/4 00:00:00","2018/7/9 00:00:00"
"251","209","QA001","AA01015","","2018/1/4 00:00:00","2018/7/9 00:00:00"
"252","209","QA003","AA02023","","2018/1/4 00:00:00","2018/7/9 00:00:00"
"253","209","QA003","AA02024","","2018/1/4 00:00:00","2018/7/9 00:00:00"
"254","209","QA003","AA02036","","2018/1/4 00:00:00","2018/7/9 00:00:00"
"255","218","QA001","AA01008","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"256","218","QA001","AA01009","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"257","218","QA001","AA01010","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"258","218","QA001","AA01011","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"259","218","QA001","AA01012","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"260","218","QA001","AA01014","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"261","218","QA001","AA01015","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"262","218","QA003","AA02023","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"263","218","QA003","AA02024","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"264","218","QA003","AA02036","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"265","221","QA001","AA01008","","2018/1/4 00:00:00","2018/7/17 00:00:00"
"266","221","QA001","AA01009","","2018/1/4 00:00:00","2018/7/17 00:00:00"
"267","221","QA001","AA01010","","2018/1/4 00:00:00","2018/7/17 00:00:00"
"268","221","QA001","AA01011","","2018/1/4 00:00:00","2018/7/17 00:00:00"
"269","221","QA001","AA01012","","2018/1/4 00:00:00","2018/7/17 00:00:00"
"270","221","QA001","AA01014","","2018/1/4 00:00:00","2018/7/17 00:00:00"
"271","221","QA001","AA01015","","2018/1/4 00:00:00","2018/7/17 00:00:00"
"272","221","QA003","AA02023","","2018/1/4 00:00:00","2018/7/17 00:00:00"
"273","221","QA003","AA02024","","2018/1/4 00:00:00","2018/7/17 00:00:00"
"274","221","QA004","AZ00000","当局を中心とする半径16km圏域（保険適用範囲）","2018/1/4 00:00:00","2018/7/17 00:00:00"
"275","222","QA001","AA01008","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"276","222","QA001","AA01009","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"277","222","QA001","AA01011","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"278","222","QA001","AA01014","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"279","222","QA001","AA01015","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"280","222","QA003","AA02024","","2018/1/4 00:00:00","2018/7/12 00:00:00"
"281","234","QA001","AA01008","","2018/1/4 00:00:00","2018/7/10 00:00:00"
"282","234","QA001","AA01009","","2018/1/4 00:00:00","2018/7/10 00:00:00"
"283","234","QA001","AA01010","","2018/1/4 00:00:00","2018/7/10 00:00:00"
"284","234","QA001","AA01011","","2018/1/4 00:00:00","2018/7/10 00:00:00"
"285","234","QA001","AA01012","","2018/1/4 00:00:00","2018/7/10 00:00:00"
"286","234","QA001","AA01014","","2018/1/4 00:00:00","2018/7/10 00:00:00"
"287","234","QA001","AA01015","","2018/1/4 00:00:00","2018/7/10 00:00:00"
"288","257","QA001","AA01006","","2018/1/4 00:00:00","2018/7/11 00:00:00"
"289","257","QA001","AA01008","","2018/1/4 00:00:00","2018/7/11 00:00:00"
"290","257","QA001","AA01009","","2018/1/4 00:00:00","2018/7/11 00:00:00"
"291","257","QA001","AA01011","","2018/1/4 00:00:00","2018/7/11 00:00:00"
"292","257","QA003","AA02023","","2018/1/4 00:00:00","2018/7/11 00:00:00"
"293","257","QA003","AA02024","","2018/1/4 00:00:00","2018/7/11 00:00:00"
"294","257","QA003","AA02028","","2018/1/4 00:00:00","2018/7/11 00:00:00"
"295","257","QA003","AA02036","","2018/1/4 00:00:00","2018/7/11 00:00:00"
"296","258","QA003","AA02036","","2018/1/4 00:00:00","2018/7/11 00:00:00"
"297","260","QA001","AA01012","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"298","260","QA003","AA02021","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"299","260","QA003","AA02023","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"300","260","QA003","AA02024","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"301","260","QA003","AA02025","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"302","260","QA003","AA02027","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"303","260","QA003","AA02028","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"304","260","QA003","AA02036","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"305","260","QZ003","AZ00001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"306","260","QF003","AZ00001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"307","261","QA001","AA01001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"308","261","QA001","AA01002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"309","261","QA001","AA01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"310","261","QA001","AA01004","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"311","261","QA001","AA01005","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"312","261","QA001","AA01006","","2018/1/4 00:00:00","2018/2/13 00:00:00"
