"facility_id","question_cd","answer_cd","answer_conent","created_at","updated_at"
"126","QA003","AA02024","","2018-01-04","2018-03-02"
"135","QA003","AA02023","","2018-01-04","2018-02-13"
"141","QA003","AA02024","","2018-01-04","2018-03-02"
"142","QA003","AA02023","","2018-01-04","2018-03-02"
"142","QA003","AA02024","","2018-01-04","2018-03-02"
"142","QA003","AA02028","","2018-01-04","2018-03-02"
"142","QA003","AA02036","","2018-01-04","2018-03-02"
"174","QA003","AA02025","","2018-01-04","2018-03-02"
"174","QA003","AA02027","","2018-01-04","2018-03-02"
"175","QA003","AA02023","","2018-01-04","2018-02-13"
"196","QA003","AA02024","","2018-01-04","2018-02-13"
"196","QA003","AA02028","","2018-01-04","2018-02-13"
"196","QA003","AA02036","","2018-01-04","2018-02-13"
"197","QA003","AA02023","","2018-01-04","2018-03-02"
"197","QA003","AA02024","","2018-01-04","2018-03-02"
"197","QA003","AA02025","","2018-01-04","2018-03-02"
"197","QA003","AA02027","","2018-01-04","2018-03-02"
"197","QA003","AA02028","","2018-01-04","2018-03-02"
"197","QA003","AA02036","","2018-01-04","2018-03-02"
"208","QA001","AA01008","","2018-01-04","2018-07-12"
"208","QA001","AA01009","","2018-01-04","2018-07-12"
"208","QA001","AA01010","","2018-01-04","2018-07-12"
"208","QA001","AA01011","","2018-01-04","2018-07-12"
"208","QA001","AA01012","","2018-01-04","2018-07-12"
"208","QA001","AA01014","","2018-01-04","2018-07-12"
"208","QA001","AA01015","","2018-01-04","2018-07-12"
"208","QA003","AA02023","","2018-01-04","2018-07-12"
"208","QA003","AA02024","","2018-01-04","2018-07-12"
"208","QA003","AA02036","","2018-01-04","2018-07-12"
"209","QA001","AA01010","","2018-01-04","2018-07-09"
"209","QA001","AA01012","","2018-01-04","2018-07-09"
"209","QA001","AA01015","","2018-01-04","2018-07-09"
"209","QA003","AA02023","","2018-01-04","2018-07-09"
"209","QA003","AA02024","","2018-01-04","2018-07-09"
"209","QA003","AA02036","","2018-01-04","2018-07-09"
"218","QA001","AA01008","","2018-01-04","2018-07-12"
"218","QA001","AA01009","","2018-01-04","2018-07-12"
"218","QA001","AA01010","","2018-01-04","2018-07-12"
"218","QA001","AA01011","","2018-01-04","2018-07-12"
"218","QA001","AA01012","","2018-01-04","2018-07-12"
"218","QA001","AA01014","","2018-01-04","2018-07-12"
"218","QA001","AA01015","","2018-01-04","2018-07-12"
"218","QA003","AA02023","","2018-01-04","2018-07-12"
"218","QA003","AA02024","","2018-01-04","2018-07-12"
"218","QA003","AA02036","","2018-01-04","2018-07-12"
"221","QA001","AA01008","","2018-01-04","2018-07-17"
"221","QA001","AA01009","","2018-01-04","2018-07-17"
"221","QA001","AA01010","","2018-01-04","2018-07-17"
"221","QA001","AA01011","","2018-01-04","2018-07-17"
"221","QA001","AA01012","","2018-01-04","2018-07-17"
"221","QA001","AA01014","","2018-01-04","2018-07-17"
"221","QA001","AA01015","","2018-01-04","2018-07-17"
"221","QA003","AA02023","","2018-01-04","2018-07-17"
"221","QA003","AA02024","","2018-01-04","2018-07-17"
"222","QA001","AA01008","","2018-01-04","2018-07-12"
"222","QA001","AA01009","","2018-01-04","2018-07-12"
"222","QA001","AA01011","","2018-01-04","2018-07-12"
"222","QA001","AA01014","","2018-01-04","2018-07-12"
"222","QA001","AA01015","","2018-01-04","2018-07-12"
"222","QA003","AA02024","","2018-01-04","2018-07-12"
"234","QA001","AA01008","","2018-01-04","2018-07-10"
"234","QA001","AA01009","","2018-01-04","2018-07-10"
"234","QA001","AA01010","","2018-01-04","2018-07-10"
"234","QA001","AA01011","","2018-01-04","2018-07-10"
"234","QA001","AA01012","","2018-01-04","2018-07-10"
"234","QA001","AA01014","","2018-01-04","2018-07-10"
"234","QA001","AA01015","","2018-01-04","2018-07-10"
"257","QA001","AA01006","","2018-01-04","2018-07-11"
"257","QA001","AA01008","","2018-01-04","2018-07-11"
"257","QA001","AA01009","","2018-01-04","2018-07-11"
"257","QA001","AA01011","","2018-01-04","2018-07-11"
"257","QA003","AA02023","","2018-01-04","2018-07-11"
"257","QA003","AA02024","","2018-01-04","2018-07-11"
"257","QA003","AA02028","","2018-01-04","2018-07-11"
"257","QA003","AA02036","","2018-01-04","2018-07-11"
"258","QA003","AA02036","","2018-01-04","2018-07-11"
"260","QA001","AA01012","","2018-01-04","2018-02-13"
"260","QA003","AA02021","","2018-01-04","2018-02-13"
"260","QA003","AA02023","","2018-01-04","2018-02-13"
"260","QA003","AA02024","","2018-01-04","2018-02-13"
"260","QA003","AA02025","","2018-01-04","2018-02-13"
"260","QA003","AA02027","","2018-01-04","2018-02-13"
"260","QA003","AA02028","","2018-01-04","2018-02-13"
"260","QA003","AA02036","","2018-01-04","2018-02-13"
"261","QA001","AA01001","","2018-01-04","2018-02-13"
"261","QA001","AA01002","","2018-01-04","2018-02-13"
"261","QA001","AA01003","","2018-01-04","2018-02-13"
"261","QA001","AA01004","","2018-01-04","2018-02-13"
"261","QA001","AA01005","","2018-01-04","2018-02-13"
"261","QA001","AA01006","","2018-01-04","2018-02-13"
"261","QA001","AA01007","","2018-01-04","2018-02-13"
"261","QA001","AA01008","","2018-01-04","2018-02-13"
"261","QA001","AA01009","","2018-01-04","2018-02-13"
"261","QA001","AA01013","","2018-01-04","2018-02-13"
"261","QA001","AA01014","","2018-01-04","2018-02-13"
"261","QA001","AA01015","","2018-01-04","2018-02-13"
"261","QA001","AA01016","","2018-01-04","2018-02-13"
"261","QA001","AA01017","","2018-01-04","2018-02-13"
"261","QA001","AA01018","","2018-01-04","2018-02-13"
"261","QA003","AA02023","","2018-01-04","2018-02-13"
"261","QA003","AA02024","","2018-01-04","2018-02-13"
"261","QA003","AA02025","","2018-01-04","2018-02-13"
"261","QA003","AA02028","","2018-01-04","2018-02-13"
"261","QA003","AA02036","","2018-01-04","2018-02-13"
"262","QA001","AA01001","","2018-01-04","2018-02-13"
"262","QA001","AA01002","","2018-01-04","2018-02-13"
"262","QA001","AA01003","","2018-01-04","2018-02-13"
"262","QA001","AA01004","","2018-01-04","2018-02-13"
"262","QA001","AA01005","","2018-01-04","2018-02-13"
"262","QA001","AA01006","","2018-01-04","2018-02-13"
"262","QA001","AA01007","","2018-01-04","2018-02-13"
"262","QA001","AA01008","","2018-01-04","2018-02-13"
"262","QA001","AA01009","","2018-01-04","2018-02-13"
"262","QA001","AA01013","","2018-01-04","2018-02-13"
"262","QA001","AA01014","","2018-01-04","2018-02-13"
"262","QA001","AA01015","","2018-01-04","2018-02-13"
"262","QA001","AA01016","","2018-01-04","2018-02-13"
"262","QA001","AA01017","","2018-01-04","2018-02-13"
"262","QA001","AA01018","","2018-01-04","2018-02-13"
"262","QA003","AA02024","","2018-01-04","2018-02-13"
"262","QA003","AA02025","","2018-01-04","2018-02-13"
"262","QA003","AA02027","","2018-01-04","2018-02-13"
"262","QA003","AA02028","","2018-01-04","2018-02-13"
"262","QA003","AA02036","","2018-01-04","2018-02-13"
"264","QA001","AA01001","","2018-01-04","2018-02-13"
"264","QA001","AA01002","","2018-01-04","2018-02-13"
"264","QA001","AA01003","","2018-01-04","2018-02-13"
"264","QA001","AA01004","","2018-01-04","2018-02-13"
"264","QA001","AA01005","","2018-01-04","2018-02-13"
"264","QA001","AA01006","","2018-01-04","2018-02-13"
"264","QA001","AA01007","","2018-01-04","2018-02-13"
"264","QA001","AA01008","","2018-01-04","2018-02-13"
"264","QA001","AA01009","","2018-01-04","2018-02-13"
"264","QA001","AA01012","","2018-01-04","2018-02-13"
"264","QA001","AA01013","","2018-01-04","2018-02-13"
"264","QA001","AA01014","","2018-01-04","2018-02-13"
"264","QA001","AA01015","","2018-01-04","2018-02-13"
"264","QA001","AA01016","","2018-01-04","2018-02-13"
"264","QA001","AA01017","","2018-01-04","2018-02-13"
"264","QA001","AA01018","","2018-01-04","2018-02-13"
"264","QA003","AA02023","","2018-01-04","2018-02-13"
"264","QA003","AA02024","","2018-01-04","2018-02-13"
"264","QA003","AA02025","","2018-01-04","2018-02-13"
"264","QA003","AA02028","","2018-01-04","2018-02-13"
"265","QA001","AA01001","","2018-01-04","2018-02-13"
"265","QA001","AA01002","","2018-01-04","2018-02-13"
"265","QA001","AA01003","","2018-01-04","2018-02-13"
"265","QA001","AA01004","","2018-01-04","2018-02-13"
"265","QA001","AA01005","","2018-01-04","2018-02-13"
"265","QA001","AA01006","","2018-01-04","2018-02-13"
"265","QA001","AA01007","","2018-01-04","2018-02-13"
"265","QA001","AA01008","","2018-01-04","2018-02-13"
"265","QA001","AA01009","","2018-01-04","2018-02-13"
"265","QA001","AA01012","","2018-01-04","2018-02-13"
"265","QA001","AA01013","","2018-01-04","2018-02-13"
"265","QA001","AA01014","","2018-01-04","2018-02-13"
"265","QA001","AA01015","","2018-01-04","2018-02-13"
"265","QA001","AA01016","","2018-01-04","2018-02-13"
"265","QA001","AA01017","","2018-01-04","2018-02-13"
"265","QA001","AA01018","","2018-01-04","2018-02-13"
"265","QA002","AZ00000","リハビリテーション","2018-01-04","2018-02-13"
"265","QA003","AA02025","","2018-01-04","2018-02-13"
"265","QA003","AA02027","","2018-01-04","2018-02-13"
"265","QA003","AA02028","","2018-01-04","2018-02-13"
"265","QA003","AA02036","","2018-01-04","2018-02-13"
"266","QA001","AA01001","","2018-01-04","2018-02-13"
"266","QA001","AA01002","","2018-01-04","2018-02-13"
"266","QA001","AA01003","","2018-01-04","2018-02-13"
"266","QA001","AA01007","","2018-01-04","2018-02-13"
"266","QA001","AA01013","","2018-01-04","2018-02-13"
"266","QA001","AA01016","","2018-01-04","2018-02-13"
"266","QA001","AA01017","","2018-01-04","2018-02-13"
"266","QA003","AA02025","","2018-01-04","2018-02-13"
"266","QA003","AA02027","","2018-01-04","2018-02-13"
"266","QA003","AA02028","","2018-01-04","2018-02-13"
"266","QA003","AA02036","","2018-01-04","2018-02-13"
"267","QA001","AA01001","","2018-01-04","2018-02-13"
"267","QA001","AA01002","","2018-01-04","2018-02-13"
"267","QA001","AA01003","","2018-01-04","2018-02-13"
"267","QA001","AA01004","","2018-01-04","2018-02-13"
"267","QA001","AA01005","","2018-01-04","2018-02-13"
"267","QA001","AA01006","","2018-01-04","2018-02-13"
"267","QA001","AA01007","","2018-01-04","2018-02-13"
"267","QA001","AA01008","","2018-01-04","2018-02-13"
"267","QA001","AA01009","","2018-01-04","2018-02-13"
"267","QA001","AA01012","","2018-01-04","2018-02-13"
"267","QA001","AA01013","","2018-01-04","2018-02-13"
"267","QA001","AA01014","","2018-01-04","2018-02-13"
"267","QA001","AA01015","","2018-01-04","2018-02-13"
"267","QA001","AA01016","","2018-01-04","2018-02-13"
"267","QA001","AA01017","","2018-01-04","2018-02-13"
"267","QA001","AA01018","","2018-01-04","2018-02-13"
"267","QA003","AA02023","","2018-01-04","2018-02-13"
"267","QA003","AA02024","","2018-01-04","2018-02-13"
"267","QA003","AA02025","","2018-01-04","2018-02-13"
"267","QA003","AA02027","","2018-01-04","2018-02-13"
"267","QA003","AA02028","","2018-01-04","2018-02-13"
"267","QA003","AA02036","","2018-01-04","2018-02-13"
"269","QA001","AA01001","","2018-01-04","2018-02-13"
"269","QA001","AA01002","","2018-01-04","2018-02-13"
"269","QA001","AA01003","","2018-01-04","2018-02-13"
"269","QA001","AA01004","","2018-01-04","2018-02-13"
"269","QA001","AA01005","","2018-01-04","2018-02-13"
"269","QA001","AA01006","","2018-01-04","2018-02-13"
"269","QA001","AA01007","","2018-01-04","2018-02-13"
"269","QA001","AA01008","","2018-01-04","2018-02-13"
"269","QA001","AA01009","","2018-01-04","2018-02-13"
"269","QA001","AA01012","","2018-01-04","2018-02-13"
"269","QA001","AA01013","","2018-01-04","2018-02-13"
"269","QA001","AA01014","","2018-01-04","2018-02-13"
"269","QA001","AA01015","","2018-01-04","2018-02-13"
"269","QA001","AA01016","","2018-01-04","2018-02-13"
"269","QA001","AA01017","","2018-01-04","2018-02-13"
"269","QA001","AA01018","","2018-01-04","2018-02-13"
"269","QA002","AZ00000","植込み型補助人工心臓の患者","2018-01-04","2018-02-13"
"269","QA003","AA02024","","2018-01-04","2018-02-13"
"269","QA003","AA02025","","2018-01-04","2018-02-13"
"269","QA003","AA02027","","2018-01-04","2018-02-13"
"269","QA003","AA02028","","2018-01-04","2018-02-13"
"269","QA003","AA02036","","2018-01-04","2018-02-13"
"270","QA001","AA01001","","2018-01-04","2018-02-13"
"270","QA001","AA01002","","2018-01-04","2018-02-13"
"270","QA001","AA01003","","2018-01-04","2018-02-13"
"270","QA001","AA01004","","2018-01-04","2018-02-13"
"270","QA001","AA01005","","2018-01-04","2018-02-13"
"270","QA001","AA01006","","2018-01-04","2018-02-13"
"270","QA001","AA01007","","2018-01-04","2018-02-13"
"270","QA001","AA01008","","2018-01-04","2018-02-13"
"270","QA001","AA01009","","2018-01-04","2018-02-13"
"270","QA001","AA01013","","2018-01-04","2018-02-13"
"270","QA001","AA01014","","2018-01-04","2018-02-13"
"270","QA001","AA01015","","2018-01-04","2018-02-13"
"270","QA001","AA01016","","2018-01-04","2018-02-13"
"270","QA001","AA01017","","2018-01-04","2018-02-13"
"270","QA001","AA01018","","2018-01-04","2018-02-13"
"270","QA003","AA02023","","2018-01-04","2018-02-13"
"270","QA003","AA02024","","2018-01-04","2018-02-13"
"270","QA003","AA02025","","2018-01-04","2018-02-13"
"270","QA003","AA02027","","2018-01-04","2018-02-13"
"270","QA003","AA02028","","2018-01-04","2018-02-13"
"270","QA003","AA02036","","2018-01-04","2018-02-13"
"271","QA001","AA01001","","2018-01-04","2018-02-13"
"271","QA001","AA01002","","2018-01-04","2018-02-13"
"271","QA001","AA01003","","2018-01-04","2018-02-13"
"271","QA001","AA01004","","2018-01-04","2018-02-13"
"271","QA001","AA01005","","2018-01-04","2018-02-13"
"271","QA001","AA01006","","2018-01-04","2018-02-13"
"271","QA001","AA01007","","2018-01-04","2018-02-13"
"271","QA001","AA01008","","2018-01-04","2018-02-13"
"271","QA001","AA01009","","2018-01-04","2018-02-13"
"271","QA001","AA01013","","2018-01-04","2018-02-13"
"271","QA001","AA01014","","2018-01-04","2018-02-13"
"271","QA001","AA01015","","2018-01-04","2018-02-13"
"271","QA001","AA01016","","2018-01-04","2018-02-13"
"271","QA001","AA01017","","2018-01-04","2018-02-13"
"271","QA001","AA01018","","2018-01-04","2018-02-13"
"271","QA003","AA02023","","2018-01-04","2018-02-13"
"271","QA003","AA02024","","2018-01-04","2018-02-13"
"271","QA003","AA02025","","2018-01-04","2018-02-13"
"271","QA003","AA02027","","2018-01-04","2018-02-13"
"271","QA003","AA02028","","2018-01-04","2018-02-13"
"271","QA003","AA02036","","2018-01-04","2018-02-13"
"272","QA001","AA01001","","2018-01-04","2018-02-13"
"272","QA001","AA01002","","2018-01-04","2018-02-13"
"272","QA001","AA01003","","2018-01-04","2018-02-13"
"272","QA001","AA01004","","2018-01-04","2018-02-13"
"272","QA001","AA01005","","2018-01-04","2018-02-13"
"272","QA001","AA01006","","2018-01-04","2018-02-13"
"272","QA001","AA01007","","2018-01-04","2018-02-13"
"272","QA001","AA01008","","2018-01-04","2018-02-13"
"272","QA001","AA01009","","2018-01-04","2018-02-13"
"272","QA001","AA01010","","2018-01-04","2018-02-13"
"272","QA001","AA01011","","2018-01-04","2018-02-13"
"272","QA001","AA01012","","2018-01-04","2018-02-13"
"272","QA001","AA01013","","2018-01-04","2018-02-13"
"272","QA001","AA01014","","2018-01-04","2018-02-13"
"272","QA001","AA01015","","2018-01-04","2018-02-13"
"272","QA001","AA01016","","2018-01-04","2018-02-13"
"272","QA001","AA01017","","2018-01-04","2018-02-13"
"272","QA001","AA01018","","2018-01-04","2018-02-13"
"272","QA003","AA02025","","2018-01-04","2018-02-13"
"272","QA003","AA02027","","2018-01-04","2018-02-13"
"272","QA003","AA02028","","2018-01-04","2018-02-13"
"272","QA003","AA02036","","2018-01-04","2018-02-13"
"273","QA001","AA01001","","2018-01-04","2018-02-13"
"273","QA001","AA01002","","2018-01-04","2018-02-13"
"273","QA001","AA01003","","2018-01-04","2018-02-13"
"273","QA001","AA01004","","2018-01-04","2018-02-13"
"273","QA001","AA01005","","2018-01-04","2018-02-13"
"273","QA001","AA01006","","2018-01-04","2018-02-13"
"273","QA001","AA01007","","2018-01-04","2018-02-13"
"273","QA001","AA01008","","2018-01-04","2018-02-13"
"273","QA001","AA01009","","2018-01-04","2018-02-13"
"273","QA001","AA01010","","2018-01-04","2018-02-13"
"273","QA001","AA01011","","2018-01-04","2018-02-13"
"273","QA001","AA01012","","2018-01-04","2018-02-13"
"273","QA001","AA01013","","2018-01-04","2018-02-13"
"273","QA001","AA01014","","2018-01-04","2018-02-13"
"273","QA001","AA01015","","2018-01-04","2018-02-13"
"273","QA001","AA01016","","2018-01-04","2018-02-13"
"273","QA001","AA01017","","2018-01-04","2018-02-13"
"273","QA001","AA01018","","2018-01-04","2018-02-13"
"273","QA003","AA02023","","2018-01-04","2018-02-13"
"273","QA003","AA02024","","2018-01-04","2018-02-13"
"273","QA003","AA02025","","2018-01-04","2018-02-13"
"273","QA003","AA02027","","2018-01-04","2018-02-13"
"273","QA003","AA02028","","2018-01-04","2018-02-13"
"273","QA003","AA02036","","2018-01-04","2018-02-13"
"274","QA001","AA01001","","2018-01-04","2018-02-13"
"274","QA001","AA01002","","2018-01-04","2018-02-13"
"274","QA001","AA01003","","2018-01-04","2018-02-13"
"274","QA001","AA01004","","2018-01-04","2018-02-13"
"274","QA001","AA01005","","2018-01-04","2018-02-13"
"274","QA001","AA01006","","2018-01-04","2018-02-13"
"274","QA001","AA01007","","2018-01-04","2018-02-13"
"274","QA001","AA01008","","2018-01-04","2018-02-13"
"274","QA001","AA01009","","2018-01-04","2018-02-13"
"274","QA001","AA01011","","2018-01-04","2018-02-13"
"274","QA001","AA01013","","2018-01-04","2018-02-13"
"274","QA001","AA01014","","2018-01-04","2018-02-13"
"274","QA001","AA01015","","2018-01-04","2018-02-13"
"274","QA001","AA01016","","2018-01-04","2018-02-13"
"274","QA001","AA01017","","2018-01-04","2018-02-13"
"274","QA001","AA01018","","2018-01-04","2018-02-13"
"274","QA003","AA02023","","2018-01-04","2018-02-13"
"274","QA003","AA02024","","2018-01-04","2018-02-13"
"274","QA003","AA02025","","2018-01-04","2018-02-13"
"274","QA003","AA02027","","2018-01-04","2018-02-13"
"274","QA003","AA02028","","2018-01-04","2018-02-13"
"274","QA003","AA02036","","2018-01-04","2018-02-13"
"275","QA001","AA01003","","2018-01-04","2018-03-14"
"275","QA001","AA01008","","2018-01-04","2018-03-14"
"275","QA001","AA01009","","2018-01-04","2018-03-14"
"275","QA001","AA01015","","2018-01-04","2018-03-14"
"275","QA003","AA02023","","2018-01-04","2018-03-14"
"275","QA003","AA02024","","2018-01-04","2018-03-14"
"275","QA003","AA02036","","2018-01-04","2018-03-14"
"279","QA001","AA01001","","2018-01-04","2018-03-14"
"279","QA001","AA01002","","2018-01-04","2018-03-14"
"279","QA001","AA01003","","2018-01-04","2018-03-14"
"279","QA001","AA01004","","2018-01-04","2018-03-14"
"279","QA001","AA01005","","2018-01-04","2018-03-14"
"279","QA001","AA01006","","2018-01-04","2018-03-14"
"279","QA001","AA01007","","2018-01-04","2018-03-14"
"279","QA001","AA01008","","2018-01-04","2018-03-14"
"279","QA001","AA01009","","2018-01-04","2018-03-14"
"279","QA001","AA01010","","2018-01-04","2018-03-14"
"279","QA001","AA01012","","2018-01-04","2018-03-14"
"279","QA001","AA01013","","2018-01-04","2018-03-14"
"279","QA001","AA01014","","2018-01-04","2018-03-14"
"279","QA001","AA01015","","2018-01-04","2018-03-14"
"279","QA001","AA01016","","2018-01-04","2018-03-14"
"279","QA001","AA01017","","2018-01-04","2018-03-14"
"279","QA001","AA01018","","2018-01-04","2018-03-14"
"279","QA003","AA02021","","2018-01-04","2018-03-14"
"279","QA003","AA02023","","2018-01-04","2018-03-14"
"279","QA003","AA02024","","2018-01-04","2018-03-14"
"279","QA003","AA02025","","2018-01-04","2018-03-14"
"279","QA003","AA02027","","2018-01-04","2018-03-14"
"279","QA003","AA02028","","2018-01-04","2018-03-14"
"279","QA003","AA02036","","2018-01-04","2018-03-14"
"280","QA001","AA01001","","2018-01-04","2018-03-14"
"280","QA001","AA01002","","2018-01-04","2018-03-14"
"280","QA001","AA01003","","2018-01-04","2018-03-14"
"280","QA001","AA01004","","2018-01-04","2018-03-14"
"280","QA001","AA01005","","2018-01-04","2018-03-14"
"280","QA001","AA01006","","2018-01-04","2018-03-14"
"280","QA001","AA01007","","2018-01-04","2018-03-14"
"280","QA001","AA01008","","2018-01-04","2018-03-14"
"280","QA001","AA01009","","2018-01-04","2018-03-14"
"280","QA001","AA01010","","2018-01-04","2018-03-14"
"280","QA001","AA01013","","2018-01-04","2018-03-14"
"280","QA001","AA01014","","2018-01-04","2018-03-14"
"280","QA001","AA01015","","2018-01-04","2018-03-14"
"280","QA001","AA01016","","2018-01-04","2018-03-14"
"280","QA001","AA01017","","2018-01-04","2018-03-14"
"280","QA001","AA01018","","2018-01-04","2018-03-14"
"280","QA002","AZ00000","但し、ドレーン・カテーテル、注射、人工呼吸器設定などについては、直接的な処置、管理、手技は行えません。","2018-01-04","2018-03-14"
"280","QA003","AA02023","","2018-01-04","2018-03-14"
"280","QA003","AA02024","","2018-01-04","2018-03-14"
"280","QA003","AA02025","","2018-01-04","2018-03-14"
"280","QA003","AA02027","","2018-01-04","2018-03-14"
"280","QA003","AA02028","","2018-01-04","2018-03-14"
"280","QA003","AA02036","","2018-01-04","2018-03-14"
"281","QA001","AA01001","","2018-01-04","2018-03-19"
"281","QA001","AA01004","","2018-01-04","2018-03-19"
"281","QA001","AA01005","","2018-01-04","2018-03-19"
"281","QA001","AA01008","","2018-01-04","2018-03-19"
"281","QA001","AA01009","","2018-01-04","2018-03-19"
"281","QA001","AA01010","","2018-01-04","2018-03-19"
"281","QA001","AA01011","","2018-01-04","2018-03-19"
"281","QA001","AA01012","","2018-01-04","2018-03-19"
"281","QA001","AA01013","","2018-01-04","2018-03-19"
"281","QA001","AA01015","","2018-01-04","2018-03-19"
"281","QA001","AA01016","","2018-01-04","2018-03-19"
"281","QA001","AA01017","","2018-01-04","2018-03-19"
"281","QA003","AA02023","","2018-01-04","2018-03-19"
"281","QA003","AA02024","","2018-01-04","2018-03-19"
"281","QA003","AA02028","","2018-01-04","2018-03-19"
"281","QA003","AA02036","","2018-01-04","2018-03-19"
"282","QA001","AA01001","","2018-01-04","2018-03-19"
"282","QA001","AA01002","","2018-01-04","2018-03-19"
"282","QA001","AA01003","","2018-01-04","2018-03-19"
"282","QA001","AA01008","","2018-01-04","2018-03-19"
"282","QA001","AA01009","","2018-01-04","2018-03-19"
"282","QA001","AA01010","","2018-01-04","2018-03-19"
"282","QA001","AA01011","","2018-01-04","2018-03-19"
"282","QA001","AA01014","","2018-01-04","2018-03-19"
"282","QA001","AA01015","","2018-01-04","2018-03-19"
"282","QA001","AA01018","","2018-01-04","2018-03-19"
"282","QA003","AA02023","","2018-01-04","2018-03-19"
"282","QA003","AA02028","","2018-01-04","2018-03-19"
"282","QA003","AA02036","","2018-01-04","2018-03-19"
"285","QA001","AA01008","","2018-01-04","2018-03-19"
"285","QA003","AA02021","","2018-01-04","2018-03-19"
"285","QA003","AA02023","","2018-01-04","2018-03-19"
"285","QA003","AA02024","","2018-01-04","2018-03-19"
"285","QA003","AA02025","","2018-01-04","2018-03-19"
"285","QA003","AA02027","","2018-01-04","2018-03-19"
"285","QA003","AA02028","","2018-01-04","2018-03-19"
"285","QA003","AA02036","","2018-01-04","2018-03-19"
"286","QA001","AA01002","","2018-01-04","2018-03-19"
"286","QA001","AA01003","","2018-01-04","2018-03-19"
"286","QA001","AA01007","","2018-01-04","2018-03-19"
"286","QA001","AA01008","","2018-01-04","2018-03-19"
"286","QA001","AA01009","","2018-01-04","2018-03-19"
"286","QA001","AA01010","","2018-01-04","2018-03-19"
"286","QA001","AA01012","","2018-01-04","2018-03-19"
"286","QA001","AA01015","","2018-01-04","2018-03-19"
"286","QA001","AA01016","","2018-01-04","2018-03-19"
"286","QA001","AA01017","","2018-01-04","2018-03-19"
"286","QA003","AA02023","","2018-01-04","2018-03-19"
"286","QA003","AA02024","","2018-01-04","2018-03-19"
"286","QA003","AA02025","","2018-01-04","2018-03-19"
"286","QA003","AA02027","","2018-01-04","2018-03-19"
"286","QA003","AA02028","","2018-01-04","2018-03-19"
