facility_name,postal_code,prefecture_name,city_name,address,latitude,longitude
さくもと泌尿器科・皮フ科,9010241,,豊見城市,豊見城５４８－１, 豊見城市 豊見城５４８－１
ぐしこどもクリニック,901-0244,,豊見城市,字宜保２９１, 豊見城市 字宜保２９１
かかず耳鼻咽喉科クリニック,901-0201,,豊見城市,字真玉橋２８５－１, 豊見城市 字真玉橋２８５－１
みなみ耳鼻咽喉科医院,901-1206,,南城市,大里仲間１１１２－５, 南城市 大里仲間１１１２－５
沖縄県立南部医療センター・こども医療センター付属久高診療所,901-1501,,南城市,知念字久高２３１－２, 南城市 知念字久高２３１－２
みなみ野クリニック,901-1208,,南城市,大里字平良２５８４－２, 南城市 大里字平良２５８４－２
大里こどもクリニック,901-1208,,南城市,大里字平良２５４５－１, 南城市 大里字平良２５４５－１
南城眼科,901-0615,,南城市,玉城堀川６９５－１, 南城市 玉城堀川６９５－１
平田内科医院,901-1204,,南城市,大里稲嶺１９９５, 南城市 大里稲嶺１９９５
ふじた眼科,901-1414,,南城市,佐敷字津波古２４９, 南城市 佐敷字津波古２４９
ゆかる医院,901-1505,,南城市,知念字久原６９３　, 南城市 知念字久原６９３　
野原整形外科,901-1302,,島尻郡与那原町,上与那原３４１－２, 島尻郡与那原町 上与那原３４１－２
知念耳鼻咽喉科,901-1302,,島尻郡与那原町,上与那原３３５－１, 島尻郡与那原町 上与那原３３５－１
又吉皮フ科,901-1303,,島尻郡与那原町,与那原１０２１, 島尻郡与那原町 与那原１０２１
あおぞら小児科,901-1302,,島尻郡与那原町,上与那原３４０－１, 島尻郡与那原町 上与那原３４０－１
ながみね内科,901-1303,,島尻郡与那原町,与那原１１２１, 島尻郡与那原町 与那原１１２１
まつだクリニック,901-1303,,島尻郡与那原町,与那原３６７８, 島尻郡与那原町 与那原３６７８
よなみね眼科,901-1304,,島尻郡与那原町,東浜９４－１, 島尻郡与那原町 東浜９４－１
上よなばるクリニック,901-1302,,島尻郡与那原町,字上与那原４６４, 島尻郡与那原町 字上与那原４６４
なかだ内科クリニック,901-1304,,島尻郡与那原町,東浜９３－３, 島尻郡与那原町 東浜９３－３
はえばる耳鼻咽喉科,901-1105,,島尻郡南風原町,新川１６３, 島尻郡南風原町 新川１６３
沖縄県立南部保健所,901-1104,,島尻郡南風原町,宮平２１２, 島尻郡南風原町 宮平２１２
沖縄県立総合精神保健福祉センター,901-1104,,島尻郡南風原町,宮平２１２, 島尻郡南風原町 宮平２１２
はえばる皮ふ科医院,901-1111,,島尻郡南風原町,兼城７２５, 島尻郡南風原町 兼城７２５
はえばる眼科医院,901-1111,,島尻郡南風原町,兼城７２５, 島尻郡南風原町 兼城７２５
のはら小児科医院,901-1111,,島尻郡南風原町,兼城２５８, 島尻郡南風原町 兼城２５８
上里整形外科,901-1111,,島尻郡南風原町,兼城４０１, 島尻郡南風原町 兼城４０１
一般社団法人沖縄県健康づくり財団付属診療所,901-1104,,島尻郡南風原町,宮平２１２, 島尻郡南風原町 宮平２１２
一日橋医院,901-1111,,島尻郡南風原町,兼城４９７－１, 島尻郡南風原町 兼城４９７－１
てるや整形外科,901-1117,,島尻郡南風原町,津嘉山１５９５, 島尻郡南風原町 津嘉山１５９５
吉クリニック,901-1114,,島尻郡南風原町,神里４９５, 島尻郡南風原町 神里４９５
ウィメンズメンタルクリニックみなみ,901-1105,,島尻郡南風原町,新川５０７－１, 島尻郡南風原町 新川５０７－１
比嘉胃腸科内科,901-1116,,島尻郡南風原町,照屋３６２, 島尻郡南風原町 照屋３６２
えびす耳鼻科,901-1103,,島尻郡南風原町,与那覇２８３, 島尻郡南風原町 与那覇２８３
心のクリニックさくら,901-1103,,島尻郡南風原町,与那覇２８３, 島尻郡南風原町 与那覇２８３
南風内科クリニック,901-1117,,島尻郡南風原町,字津嘉山１４９０　, 島尻郡南風原町 字津嘉山１４９０　
みやぐに皮フ科,901-1117,,島尻郡南風原町,字津嘉山１４９０　, 島尻郡南風原町 字津嘉山１４９０　
わんぱくクリニック,901-1117,,島尻郡南風原町,字津嘉山１４９０, 島尻郡南風原町 字津嘉山１４９０
つかやま内科,901-1117,,島尻郡南風原町,字津嘉山１６７４, 島尻郡南風原町 字津嘉山１６７４
発達・神経クリニックプロップ,901-1105,,島尻郡南風原町,字新川２１５－３, 島尻郡南風原町 字新川２１５－３
つかざん腎クリニック,901-1117,,島尻郡南風原町,字津嘉山１４９０　メディカルプラザつかざん４Ｆ, 島尻郡南風原町 字津嘉山１４９０　メディカルプラザつかざん４Ｆ
つかざんクリニック,901-1117,,島尻郡南風原町,字津嘉山１３１５－１, 島尻郡南風原町 字津嘉山１３１５－１
空の森クリニック,901-0406,,島尻郡八重瀬町,字屋宜原２２９－１, 島尻郡八重瀬町 字屋宜原２２９－１
東風平第一医院,901-0411,,島尻郡八重瀬町,友寄４２, 島尻郡八重瀬町 友寄４２
東風平クリニック,901-0405,,島尻郡八重瀬町,伊覇２５４－３　, 島尻郡八重瀬町 伊覇２５４－３　
中村内科胃腸科,901-0512,,島尻郡八重瀬町,具志１５４－９, 島尻郡八重瀬町 具志１５４－９
やえせ整形外科,901-0405,,島尻郡八重瀬町,字伊覇２５８－２, 島尻郡八重瀬町 字伊覇２５８－２
沖縄こどもおとなの整形外科,901-0401,,島尻郡八重瀬町,字東風平１２０９, 島尻郡八重瀬町 字東風平１２０９
やえせ眼科,901-0405,,島尻郡八重瀬町,字伊覇６５－２７, 島尻郡八重瀬町 字伊覇６５－２７
耳鼻咽喉科やえせクリニック,901-0405,,島尻郡八重瀬町,字伊覇３０４, 島尻郡八重瀬町 字伊覇３０４
やえせ子どもクリニック,901-0405,,島尻郡八重瀬町,字伊覇５４－3, 島尻郡八重瀬町 字伊覇５４－3
とよみ生協病院,901-0314,,糸満市,豊見城市字真玉橋593番地の1, 糸満市 豊見城市字真玉橋593番地の1
西崎病院,901-0314,,糸満市,字座波371番地1, 糸満市 字座波371番地1
南部病院,901-0362,,糸満市,字真栄里870, 糸満市 字真栄里870
県立南部医療センター・こども医療センター,901-1193,,島尻郡南風原町,字新川118-1, 島尻郡南風原町 字新川118-1
がじまる診療所,901-0305,,糸満市,西崎2丁目26番6号, 糸満市 西崎2丁目26番6号
い歯科医院,901-0302 ,,糸満市,潮平６０６－１ , 糸満市 潮平６０６－１ 
ふてんま歯科クリニック,901-0305 ,,糸満市,西崎６－１９－３西崎プラザ２Ｆ, 糸満市 西崎６－１９－３西崎プラザ２Ｆ
上原歯科クリニック,901-0305,,糸満市,西崎６－１５－２, 糸満市 西崎６－１５－２
ファミリー歯科クリニック,901-0305 ,,糸満市,西崎町３－４９３ , 糸満市 西崎町３－４９３ 
大城歯科,901-0305,,糸満市,西崎２－４３－３, 糸満市 西崎２－４３－３
しおひら歯科医院,901-0302 ,,糸満市,潮平６１９－２, 糸満市 潮平６１９－２
フレンド歯科医院,901-0305  ,,糸満市,西崎２－７－１４グランハイム西崎　１階, 糸満市 西崎２－７－１４グランハイム西崎　１階
かみや歯科クリニック,901-0302,,糸満市,潮平７９８－４オアシス當銘１Ｆ , 糸満市 潮平７９８－４オアシス當銘１Ｆ 
サンプラザ糸満歯科医院 　,901-0303 ,,糸満市,兼城４００, 糸満市 兼城４００
かしわ歯科,901-0361,,糸満市,糸満１４７３－２－１Ｆ, 糸満市 糸満１４７３－２－１Ｆ
アサヒ歯科医院,901-0361 ,,糸満市,糸満１２７８－２　１Ｆ, 糸満市 糸満１２７８－２　１Ｆ
まえざと歯科　,901-0362 ,,糸満市,真栄里２０５８－２リーブル沖縄　101号, 糸満市 真栄里２０５８－２リーブル沖縄　101号
かなばやし歯科　,901-0313 ,,糸満市,賀数４６９ニューワールド１０１, 糸満市 賀数４６９ニューワールド１０１
やすだ歯科医院,901-0361,,糸満市,糸満１９２２, 糸満市 糸満１９２２
あおば歯科医院,9010345,,糸満市,福地１６５－１, 糸満市 福地１６５－１
げんまい歯科医院,901-0335,,糸満市,米須２４８ , 糸満市 米須２４８ 
あはごん歯科,901-0302 ,,糸満市,潮平７７１－２花城アパート１Ｆ, 糸満市 潮平７７１－２花城アパート１Ｆ
上原歯科医院,901-0361 ,,糸満市,字糸満１３６７-１, 糸満市 字糸満１３６７-１
上地歯科・耳鼻咽喉科,901-0231,,豊見城市,字我那覇４７６－1, 豊見城市 字我那覇４７６－1
ざは歯科クリニック,901-0242 ,,豊見城市,高安４１３－１大漁マンション２Ｆ, 豊見城市 高安４１３－１大漁マンション２Ｆ
竹尾歯科医院,901-0213 ,,豊見城市,高嶺３９３－５ , 豊見城市 高嶺３９３－５ 
おおみ歯科医院,901-0241 ,,豊見城市,豊見城６７３－５ , 豊見城市 豊見城６７３－５ 
豊見城歯科クリニック,901-0213 ,,豊見城市,高嶺３５９－１ , 豊見城市 高嶺３５９－１ 
ハッピー歯科小児歯科,901-0241 ,,豊見城市,豊見城８０嘉数アパート２Ｆ, 豊見城市 豊見城８０嘉数アパート２Ｆ
ゆがふ歯科クリニック,901-0241 ,,豊見城市,豊見城４６９－１ , 豊見城市 豊見城４６９－１ 
みやひら歯科医院,901-0201 ,,豊見城市,真玉橋１３５, 豊見城市 真玉橋１３５
ねま歯科クリニック,901-0244,,豊見城市,宜保３１０－１１豊和マンション１Ｆ, 豊見城市 宜保３１０－１１豊和マンション１Ｆ
歯科ヨナシロ医院,901-0242,,豊見城市,高安７３４－２　２Ｆ, 豊見城市 高安７３４－２　２Ｆ
寺西歯科医院,901-0241,,豊見城市,豊見城４１９－１, 豊見城市 豊見城４１９－１
トヨミ歯科,901-0200 ,,豊見城市,根差部７１０マックスバリューとよみ店, 豊見城市 根差部７１０マックスバリューとよみ店
真玉橋歯科医院,901-0201 ,,豊見城市,真玉橋１４７ , 豊見城市 真玉橋１４７ 
きらら歯科クリニック,901-0244 ,,豊見城市,宜保３７０番地, 豊見城市 宜保３７０番地
とよみデンタルクリニック,901-0212,,豊見城市,平良９５番地の１, 豊見城市 平良９５番地の１
金城歯科クリニック,901-0205,,豊見城市,根差部４１９番地, 豊見城市 根差部４１９番地
豊崎デンタルクリニック,901-0225,,豊見城市,豊崎１－４２３, 豊見城市 豊崎１－４２３
しおはま歯科医院,901-0241 ,,豊見城市,豊見城３６８－１　１Ｆ, 豊見城市 豊見城３６８－１　１Ｆ
まこと歯科医院,901-0225 ,,豊見城市,豊崎１－３２６, 豊見城市 豊崎１－３２６
オレンジ歯科クリニック,901-0213,,豊見城市,字高嶺３６４－１　コモンズ栄Ａ－１, 豊見城市 字高嶺３６４－１　コモンズ栄Ａ－１
かめーる歯科,901-0231 ,,豊見城市,字我那覇６４３番地, 豊見城市 字我那覇６４３番地
モリヤデンタルオフィス,901-0223 ,,豊見城市,翁長８５４－２－１０１, 豊見城市 翁長８５４－２－１０１
よつば小児・矯正歯科,901-0225,,豊見城市,豊崎１－３２３ , 豊見城市 豊崎１－３２３ 
とはしな歯科クリニック,901-0222 ,,豊見城市,字渡橋名２番地１ , 豊見城市 字渡橋名２番地１ 
瀬底歯科医院,901-1414 ,,南城市,佐敷津波古２４６, 南城市 佐敷津波古２４６
松山歯科,901-1414 ,,南城市,佐敷津波古１００６ , 南城市 佐敷津波古１００６ 
おおざと歯科医院,901-1202 ,,南城市,大里字平良２５０５－１ , 南城市 大里字平良２５０５－１ 
船越歯科医院,901-0618,,南城市,玉城船越９８０城マンション１Ｆ , 南城市 玉城船越９８０城マンション１Ｆ 
トモヨセ歯科,901-1206 ,,南城市,大里仲間１１６２－２ , 南城市 大里仲間１１６２－２ 
さしき歯科,901-1412 ,,南城市,佐敷新里６０７－１ , 南城市 佐敷新里６０７－１ 
アトール歯科,901-1206 ,,南城市,大里仲間１１５５ , 南城市 大里仲間１１５５ 
ふさとデンタルクリニック,901-0611 ,,南城市,玉城富里８, 南城市 玉城富里８
南城歯科クリニック,901-0615  ,,南城市,玉城堀川７８８番地, 南城市 玉城堀川７８８番地
しんかい歯科,901-1415 ,,南城市,佐敷新開１－１１１ , 南城市 佐敷新開１－１１１ 
ふたば歯科医院,901-1415 ,,南城市,佐敷新開１－１４３ , 南城市 佐敷新開１－１４３ 
コマカ歯科クリニック,901-1511 ,,南城市,知念久手堅３２７－１, 南城市 知念久手堅３２７－１
みのり歯科　大里,901-1205 ,,南城市,大里字高平高宮城原９７番地２ , 南城市 大里字高平高宮城原９７番地２ 
ひまわり歯科医院,901-1303,,島尻郡与那原町,与那原１１０７ , 島尻郡与那原町 与那原１１０７ 
マリンタウン東浜総合歯科,901-1304 ,,島尻郡与那原町,東浜２２－４, 島尻郡与那原町 東浜２２－４
よなばる中央歯科,901-1303 ,,島尻郡与那原町,与那原７７上原ビル２Ｆ , 島尻郡与那原町 与那原７７上原ビル２Ｆ 
ｉデンタルクリニック,901-1304 ,,島尻郡与那原町,東浜８０－３ , 島尻郡与那原町 東浜８０－３ 
東浜アクア歯科,901-1304,,島尻郡与那原町,字東浜９９番３, 島尻郡与那原町 字東浜９９番３
池田歯科クリニック,901-1302 ,,島尻郡与那原町,上与那原４３５－２番地　１階, 島尻郡与那原町 上与那原４３５－２番地　１階
つかざん歯科,901-1117 ,,島尻郡南風原町,字津嘉山１５６７, 島尻郡南風原町 字津嘉山１５６７
高橋歯科医院,901-1111 ,,島尻郡南風原町,兼城５６３－１ , 島尻郡南風原町 兼城５６３－１ 
一日橋むらた歯科医院,901-1111,,島尻郡南風原町,兼城５１６－１, 島尻郡南風原町 兼城５１６－１
けん歯科クリニック,901-1117 ,,島尻郡南風原町,津嘉山１５９７－３, 島尻郡南風原町 津嘉山１５９７－３
みなみ歯科医院,901-1104 ,,島尻郡南風原町,宮平２４８－５, 島尻郡南風原町 宮平２４８－５
ムーミン歯科,901-1117,,島尻郡南風原町,津嘉山１７０９－３　フラッシュユキ１Ｆ, 島尻郡南風原町 津嘉山１７０９－３　フラッシュユキ１Ｆ
トムこども歯科クリニック,901-1111 ,,島尻郡南風原町,兼城７１０－１　１０３号 , 島尻郡南風原町 兼城７１０－１　１０３号 
よなみね歯科クリニック,901-1104 ,,島尻郡南風原町,宮平５９－２, 島尻郡南風原町 宮平５９－２
あっぷる歯科クリニック,901-1117,,島尻郡南風原町,津嘉山１４６７番地３, 島尻郡南風原町 津嘉山１４６７番地３
メディカルプラザ歯科,901-1103 ,,島尻郡南風原町,与那覇２８３　メディカルプラザはえばる３Ｆ , 島尻郡南風原町 与那覇２８３　メディカルプラザはえばる３Ｆ 
はえばる歯科医院,901-1116 ,,島尻郡南風原町,字照屋３６８サンキャッスル１０２号, 島尻郡南風原町 字照屋３６８サンキャッスル１０２号
まじきな歯科クリニック,901-1105,,島尻郡南風原町,新川２１５－３ , 島尻郡南風原町 新川２１５－３ 
オキナワ・デンタルオフィス,901-1117 ,,島尻郡南風原町,字津嘉山１３３９番地１, 島尻郡南風原町 字津嘉山１３３９番地１
つかやま歯科,901-1117,,島尻郡南風原町,字津嘉山１４０４番地２コーポＫＡＺＵ , 島尻郡南風原町 字津嘉山１４０４番地２コーポＫＡＺＵ 
みのる歯科,901-1117 ,,島尻郡南風原町,字津嘉山１３７１番地３, 島尻郡南風原町 字津嘉山１３７１番地３
上地歯科医院,901-0416,,島尻郡八重瀬町,宜次７０６－４, 島尻郡八重瀬町 宜次７０６－４
こちんだ歯科クリニック,901-0401 ,,島尻郡八重瀬町,東風平３９６－１　１０１号, 島尻郡八重瀬町 東風平３９６－１　１０１号
ナガシマ歯科医院,901-0512 ,,島尻郡八重瀬町,具志３４２－９, 島尻郡八重瀬町 具志３４２－９
なんぶ歯科医院,901-0401 ,,島尻郡八重瀬町,東風平１１番地, 島尻郡八重瀬町 東風平１１番地
ちゅら歯科,901-0405,,島尻郡八重瀬町,伊覇３０９番地, 島尻郡八重瀬町 伊覇３０９番地
やえせ歯科,901-0401 ,,島尻郡八重瀬町,字東風平921-1　コーポサンライズ１Ｆ, 島尻郡八重瀬町 字東風平921-1　コーポサンライズ１Ｆ
いちまる歯科口腔外科医院,901-0401 ,,島尻郡八重瀬町,字東風平４９３－６, 島尻郡八重瀬町 字東風平４９３－６
沖縄県口腔保健医療センター,901-1105,,島尻郡南風原町,字新川２１８番地１, 島尻郡南風原町 字新川２１８番地１
南部徳州会病院（歯科）,901-0493,,島尻郡八重瀬町,字外間１７１－１, 島尻郡八重瀬町 字外間１７１－１
新垣薬局,901-0361,,糸満市,糸満989-28, 糸満市 糸満989-28
あはごん薬局,901-0301,,糸満市,阿波根1552-5, 糸満市 阿波根1552-5
南山薬局,901-0362,,糸満市,字真栄里908, 糸満市 字真栄里908
レモン薬局,901-0302,,糸満市,字潮平706-7, 糸満市 字潮平706-7
おれんじ薬局,901-0361,,糸満市,糸満1269, 糸満市 糸満1269
有限会社　晴天堂薬局,901-0305,,糸満市,字西崎6丁目16-6, 糸満市 字西崎6丁目16-6
ゆい薬局真栄里店,901-0362,,糸満市,字真栄里2024番地の3, 糸満市 字真栄里2024番地の3
たんぽぽ薬局,901-0302,,糸満市,字潮平708番地19, 糸満市 字潮平708番地19
なかむら薬局,901-0305,,糸満市,字西崎2-7-1, 糸満市 字西崎2-7-1
ゆい潮平薬局,901-0302,,糸満市,字潮平767番地19, 糸満市 字潮平767番地19
薬志堂薬局　真栄里店,901-0362,,糸満市,字真栄里2036番地1, 糸満市 字真栄里2036番地1
ゆい西崎薬局,901-0305,,糸満市,字西崎2丁目26番11号, 糸満市 字西崎2丁目26番11号
なごみ薬局,901-0364,,糸満市,潮崎町2-1-13, 糸満市 潮崎町2-1-13
ほがらか薬局,901-0301,,糸満市,阿波根873番地-1, 糸満市 阿波根873番地-1
りんご調剤薬局　糸満店,901-0334,,糸満市,字大度515-1, 糸満市 字大度515-1
万年堂薬局　平良店,901-0212,,豊見城市,平良103-3, 豊見城市 平良103-3
豊見城薬局,901-0244,,豊見城市,宜保266-21, 豊見城市 宜保266-21
とみー薬局,901-0241,,豊見城市,豊見城445-1, 豊見城市 豊見城445-1
サンアイ薬局,901-0244,,豊見城市,宜保310-7, 豊見城市 宜保310-7
ミッキー薬局,901-0244,,豊見城市,宜保152番地　ｺｰﾎﾟﾊﾟｰｸｻｲﾄﾞ1-A, 豊見城市 宜保152番地　ｺｰﾎﾟﾊﾟｰｸｻｲﾄﾞ1-A
しんせい薬局　豊見城店,901-0244,,豊見城市,宜保306-1, 豊見城市 宜保306-1
あいらんど薬局　豊見城中央病院前店,901-0244,,豊見城市,宜保266-21番地の16, 豊見城市 宜保266-21番地の16
会営薬局　とよみ,901-0244,,豊見城市,宜保271番地1, 豊見城市 宜保271番地1
ミント薬局　豊見城店,901-0241,,豊見城市,豊見城549番地8, 豊見城市 豊見城549番地8
ハープ薬局　とみしろ店,901-0243,,豊見城市,上田1-1, 豊見城市 上田1-1
いちご薬局　真玉橋店,901-0201,,豊見城市,字真玉橋285-11F, 豊見城市 字真玉橋285-11F
そうごう薬局　豊見城店,901-0213,,豊見城市,高嶺395-103, 豊見城市 高嶺395-103
瀬底薬局,901-1414,,南城市,佐敷津波古157, 南城市 佐敷津波古157
りんりん堂薬局,901-1208,,南城市,大里字平良2568-2, 南城市 大里字平良2568-2
すこやか薬局　大里店,901-1204,,南城市,大里稲嶺2025番地2, 南城市 大里稲嶺2025番地2
ハイビスカス薬局,901-0615,,南城市,玉城堀川697-1, 南城市 玉城堀川697-1
はくあい薬局,901-1414,,南城市,佐敷津波古西原2310-2, 南城市 佐敷津波古西原2310-2
JR九州ドラッグイレブン薬局　　佐敷店,901-1414,,南城市,佐敷津波古1226番地1, 南城市 佐敷津波古1226番地1
くはら薬局,901-1505,,南城市,知念字久原693番地, 南城市 知念字久原693番地
つつじ薬局ヨナ原,901-1303,,島尻郡与那原町,与那原2918, 島尻郡与那原町 与那原2918
いじゅの木薬局,901-1303,,島尻郡与那原町,与那原1118, 島尻郡与那原町 与那原1118
いちご薬局　,901-1302,,島尻郡与那原町,上与那原340-2, 島尻郡与那原町 上与那原340-2
ヴァインドラッグあがり浜薬局,901-1304,,島尻郡与那原町,東浜681番地1-2, 島尻郡与那原町 東浜681番地1-2
みのり薬局　,901-1304,,島尻郡与那原町,東浜90-4, 島尻郡与那原町 東浜90-4
さかき薬局,901-1117,,島尻郡南風原町,字津嘉山1593, 島尻郡南風原町 字津嘉山1593
あおぞら薬局,901-1103,,島尻郡南風原町,字与那覇236-1, 島尻郡南風原町 字与那覇236-1
寿薬局,901-1104,,島尻郡南風原町,字宮平498, 島尻郡南風原町 字宮平498
クローバー薬局,901-1105,,島尻郡南風原町,字新川423-7, 島尻郡南風原町 字新川423-7
すこやか薬局　新川店,901-1105,,島尻郡南風原町,字新川101-3番地, 島尻郡南風原町 字新川101-3番地
サン薬局,901-1105,,島尻郡南風原町,字新川67-10, 島尻郡南風原町 字新川67-10
クララ薬局,901-1114,,島尻郡南風原町,字神里434番地の1, 島尻郡南風原町 字神里434番地の1
会営薬局　医療センター前,901-1105,,島尻郡南風原町,字新川218番地10, 島尻郡南風原町 字新川218番地10
とくりん薬局,901-1103,,島尻郡南風原町,字与那覇283番地, 島尻郡南風原町 字与那覇283番地
ハープ薬局　つかざん点,901-1117,,島尻郡南風原町,字津嘉山1490番地　メディカルプラザつかざん１Ｆ, 島尻郡南風原町 字津嘉山1490番地　メディカルプラザつかざん１Ｆ
ひだまり薬局,901-1105,,島尻郡南風原町,字新川214-2, 島尻郡南風原町 字新川214-2
新生堂薬局　琉球つかざん店,901-1117,,島尻郡南風原町,字津嘉山1315-1, 島尻郡南風原町 字津嘉山1315-1
